[2022-06-20 19:36:46,090][run.py][line:117][INFO] start training on GPU 0!
[2022-06-20 19:36:46,090][run.py][line:118][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, gnn_hidden_dim=300, code_dim=192, feat_dim=1024, mlp_layers=2, gnn_layers=1, emb_dim=1024, iemocaptest=True, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='DailyDialog', windowp=3, windowf=0, withvae=True, max_grad_norm=5.0, lr=9e-06, dropout=0.1, batch_size=32, epochs=80, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-06-20 19:37:37,138][run.py][line:158][INFO] Epoch: 1, train_loss: 0.9341, train_acc: 79.83, train_micro_fscore: 7.64, train_macro_fscore: 14.64, valid_loss: 0.3419, valid_acc: 90.28, valid_micro_fscore: 50.33, valid_macro_fscore: 22.11, test_loss: 1.9826, test_acc: 18.5, test_micro_fscore: 1.76, test_macro_fscore: 6.87, time: 33.19 sec
[2022-06-20 20:08:43,199][run.py][line:158][INFO] Epoch: 67, train_loss: 0.1188, train_acc: 95.8, train_micro_fscore: 86.59, train_macro_fscore: 78.05, valid_loss: 0.2915, valid_acc: 90.82, valid_micro_fscore: 61.35, valid_macro_fscore: 48.63, test_loss: 1.2728, test_acc: 52.96, test_micro_fscore: 49.29, test_macro_fscore: 44.61, time: 28.49 sec
[2022-06-20 20:09:01,499][run.py][line:158][INFO] Epoch: 68, train_loss: 0.1184, train_acc: 95.81, train_micro_fscore: 86.69, train_macro_fscore: 78.57, valid_loss: 0.2944, valid_acc: 91.31, valid_micro_fscore: 61.47, valid_macro_fscore: 46.12, test_loss: 1.3047, test_acc: 51.36, test_micro_fscore: 46.97, test_macro_fscore: 43.14, time: 18.3 sec
[2022-06-20 20:09:32,384][run.py][line:158][INFO] Epoch: 69, train_loss: 0.1191, train_acc: 95.78, train_micro_fscore: 86.56, train_macro_fscore: 78.38, valid_loss: 0.2938, valid_acc: 91.24, valid_micro_fscore: 60.5, valid_macro_fscore: 48.13, test_loss: 1.2947, test_acc: 51.66, test_micro_fscore: 46.99, test_macro_fscore: 42.62, time: 30.88 sec
[2022-06-20 20:10:04,190][run.py][line:158][INFO] Epoch: 70, train_loss: 0.1188, train_acc: 95.82, train_micro_fscore: 86.67, train_macro_fscore: 78.89, valid_loss: 0.2893, valid_acc: 91.16, valid_micro_fscore: 61.21, valid_macro_fscore: 47.82, test_loss: 1.2712, test_acc: 54.93, test_micro_fscore: 51.49, test_macro_fscore: 46.12, time: 31.81 sec
[2022-06-20 20:10:28,918][run.py][line:158][INFO] Epoch: 71, train_loss: 0.1176, train_acc: 95.86, train_micro_fscore: 86.83, train_macro_fscore: 79.04, valid_loss: 0.2985, valid_acc: 91.0, valid_micro_fscore: 61.38, valid_macro_fscore: 48.01, test_loss: 1.2879, test_acc: 52.16, test_micro_fscore: 48.06, test_macro_fscore: 44.31, time: 24.73 sec
[2022-06-20 20:10:54,739][run.py][line:158][INFO] Epoch: 72, train_loss: 0.1184, train_acc: 95.83, train_micro_fscore: 86.69, train_macro_fscore: 78.79, valid_loss: 0.2874, valid_acc: 91.35, valid_micro_fscore: 61.77, valid_macro_fscore: 48.47, test_loss: 1.2772, test_acc: 54.38, test_micro_fscore: 50.45, test_macro_fscore: 45.81, time: 25.82 sec
[2022-06-20 20:11:20,676][run.py][line:158][INFO] Epoch: 73, train_loss: 0.1176, train_acc: 95.85, train_micro_fscore: 86.78, train_macro_fscore: 79.15, valid_loss: 0.3023, valid_acc: 91.3, valid_micro_fscore: 61.36, valid_macro_fscore: 48.21, test_loss: 1.2918, test_acc: 55.61, test_micro_fscore: 51.94, test_macro_fscore: 46.23, time: 25.94 sec
[2022-06-20 20:11:57,013][run.py][line:158][INFO] Epoch: 74, train_loss: 0.1174, train_acc: 95.91, train_micro_fscore: 86.98, train_macro_fscore: 79.43, valid_loss: 0.2905, valid_acc: 91.3, valid_micro_fscore: 61.51, valid_macro_fscore: 47.82, test_loss: 1.2816, test_acc: 52.53, test_micro_fscore: 48.05, test_macro_fscore: 43.73, time: 36.34 sec
[2022-06-20 20:12:24,898][run.py][line:158][INFO] Epoch: 75, train_loss: 0.1176, train_acc: 95.85, train_micro_fscore: 86.82, train_macro_fscore: 79.4, valid_loss: 0.2995, valid_acc: 91.28, valid_micro_fscore: 61.15, valid_macro_fscore: 47.7, test_loss: 1.3059, test_acc: 52.65, test_micro_fscore: 48.29, test_macro_fscore: 44.19, time: 27.88 sec
[2022-06-20 20:12:44,674][run.py][line:158][INFO] Epoch: 76, train_loss: 0.1162, train_acc: 95.88, train_micro_fscore: 86.86, train_macro_fscore: 78.95, valid_loss: 0.2899, valid_acc: 91.49, valid_micro_fscore: 60.84, valid_macro_fscore: 47.8, test_loss: 1.3101, test_acc: 54.07, test_micro_fscore: 49.59, test_macro_fscore: 44.28, time: 19.78 sec
[2022-06-20 20:13:11,628][run.py][line:158][INFO] Epoch: 77, train_loss: 0.1159, train_acc: 95.9, train_micro_fscore: 86.89, train_macro_fscore: 79.46, valid_loss: 0.2955, valid_acc: 91.32, valid_micro_fscore: 61.02, valid_macro_fscore: 47.67, test_loss: 1.3033, test_acc: 53.33, test_micro_fscore: 49.02, test_macro_fscore: 44.82, time: 26.95 sec
[2022-06-20 20:13:28,829][run.py][line:158][INFO] Epoch: 78, train_loss: 0.1162, train_acc: 95.89, train_micro_fscore: 86.92, train_macro_fscore: 79.85, valid_loss: 0.2888, valid_acc: 91.16, valid_micro_fscore: 61.66, valid_macro_fscore: 48.53, test_loss: 1.2785, test_acc: 56.1, test_micro_fscore: 52.84, test_macro_fscore: 46.97, time: 17.2 sec
[2022-06-20 20:13:55,686][run.py][line:158][INFO] Epoch: 79, train_loss: 0.1158, train_acc: 95.92, train_micro_fscore: 87.01, train_macro_fscore: 79.55, valid_loss: 0.3115, valid_acc: 91.11, valid_micro_fscore: 61.58, valid_macro_fscore: 47.92, test_loss: 1.314, test_acc: 54.13, test_micro_fscore: 50.29, test_macro_fscore: 44.64, time: 26.86 sec
[2022-06-20 20:14:23,501][run.py][line:158][INFO] Epoch: 80, train_loss: 0.1157, train_acc: 95.87, train_micro_fscore: 86.86, train_macro_fscore: 79.43, valid_loss: 0.2952, valid_acc: 91.21, valid_micro_fscore: 60.74, valid_macro_fscore: 48.47, test_loss: 1.2948, test_acc: 55.24, test_micro_fscore: 51.5, test_macro_fscore: 46.0, time: 27.82 sec
[2022-06-20 20:14:23,502][run.py][line:184][INFO] finish training!
[2022-06-20 20:14:23,502][run.py][line:196][INFO] Best micro/macro F-Score based on validation:46.78/40.76
[2022-06-20 20:14:23,502][run.py][line:198][INFO] Best micro/macro F-Score based on test:52.84/46.97
